148   1   1   1   1   0   1
149   1   1   0   1   1   0
150 999 999 999 999 999 999
151   0   1   1   0   1   1
152   0   1   1   0   0   1
153   0   0   0   0   0   0
154   0   1   1   1   0   0
155   0   1   0   1   0   0
156   1   1   1   0   0   0
157   1   0   0   1   1   1
158   1   1   1   1   1   1
159   1   1   1   1   1   1
160   0   1   0   0   1   0
161   0   0   0   0   0   0
162   0   1   0   0   1   1
163   1   0   0   0   0   0
164   1   1   1   1   1   1
165   1   1   1   1   1   0
166   1   1   0   0   1   1
167   0 999   0   0   1   0
168   1   0   0   1   0   0
169   0   0   0   0   0   1
170   0   1   1   1   1   1
171   0   0   0   1   0   1
172   0 999   1   1   0   0
173   1   1   1   1   1   1
174   0   1   1   0   1   1
175   0   0   0   0   0   0
176   0   0   0   1   0   1
177   0   0   0   0   0   0
178   1   0   0   1   1   1
179   1   1   1   1   1   1
180   1   1   1   0   0   1
181   1   1   1 999   0   1
182   0   0   0   0   0   0
183   0   1   1   1   0   1
184   0   1   0   0   0   0
185   1   1   0   0   1   0
186   1   0   0   0   0   0
187   1   0   0   0   0   0
188   1   1   0   0   0 999
189   0   1   0   0   0   0
190   1   0   0   0   1   1
191   0   0   0   0   0   0
192   1   1   0   0   0   0
193   0   0   1   0   0   0
194   0   0   1   1   0   1
195   1   0   0   0   1   0
196   1   1   1   1   1   1
197   1   1   1   1   1   1
198   0   1   1   1   1   1
199   1   0   0   1   0   0
200   1   0   1   0   1   0
201   0   0   1   0   0   1
202   1   1   1   1   1   1
203   1   1   0   0   0   0
204   0   0   0   1   1   0
205 999 999 999 999 999 999
206   0   0   0   0   1   0
207   0   1   1   0 999   0
208   1   0   1   1   1   1
209   1   1   0   0   1   1
210   1   1   1   0   1   1
211   1   1   1   1   1   1
212   1   0   0   0   1   0
213   1   1   0   1   1   1
214 999 999 999 999 999 999
215   0   0   1   1   1   0
216   0   0   0   1   0   0
217 999 999 999 999 999 999
218   1   1   1   1   1   1
219   1   1   1   1   1   1
220   0   0   1   0   1   0
221   0   1   0   1   0   0
222   1   1   1   1   0   1
223   1   1   1   1   1   1
224   0   0   0   0   0   1
225   0   1   1   0   1   0
226   1   1   0   0   1   1
227   0   0   1   0   1   1
228   0   1   1   1   0   1
229   1   0   1   1   0   0
230   1   1   1   1   1   1
231   1   0   0   1   1   0
232 999 999 999 999 999 999
233   1   1   1   1   1   1
234   1   0   0   0   0   1
235   1   0   1   0   0   1
236   1   1   1   1   1   1
237   0   0   1   1   1   1
238   1   1   1   1   0   1
239   1   1   1   1   1   1
240   1   1   0   1   1   0
241   0   0   1   0   0   1
242   0   0   0   1   0   1
243   1   1   1   1   0   0
244   1   1   1   1   1   0
245   1   1   1   0   1   0
246   1   1   0   0 999   1
247   1   1   0   0   1   1
248   0   0   0   0   0   0
249   1   1   1   0   1   0
250   1   1   0   1   1   1
251   1   0   0   0   0   1
252   1   1   1   0   0   1
253   0   1   1   0   0   0
254   0   1   1   1   1   1
255   1   0   1   1   0   1
256   0   0   0   0   0   1
257   1   1   0   0   0   1
258   1   1   0   1   1   1
259   1   0   0   1   1   1
260   1   0   0   0   1   0
261   1   1   1   0   1   0
262   1   1   1   1   1   1
263   0   0   0   0   0 999
264   0   0   1   1   0   0
265   1   0   1   1   1   1
266   1   0   0   0   0   1
267   1   1   0   0   1   0
268   1   1   1   1   0   1
269   1   1   0   0   0   0
270   0   1   0   0   0   0
271   0   0   0   0   0   0
272   0   1   0   0   0   0
273   1   1   1   1   1   1
274   1   1   1   0   0   0
275   0   0   0   0   0   1
276   1   0   1   0   0   0
277   0   1   1   1   0   1
278   1   0   1   0   1   1
279   0   1   0   0   0   1
280   1   1   1   0   1   1
281   0   1   1   1   0   0
282   0   0   0   0   0   0
283   1   1   0   1   0   1
284   1   1   1   1   0   1
285   1   1   1   0   1   0
286   0   0   0   0   0   0
287   0   1   0   1   1   0
288   0   1   0   1   0   1
289   0   0   0   0   0   0
290   1   1   1   1   1   1
291   0   1   1   1   1   1
292   1   1   1   1   1   1
293   0   1   1   0   1   1
294   0   1   0   1   0   0
295   1   1   1   1   1   1
296   0   0   0   1   0   1
297   1   0   1   1   1   0
298   0   1   0   0   0   0
299   0   0   1   0   0   0
300   1   1   1   1   0   1
